30-01-2022 06:34,b'#RajasthanAgainstCovidVaccineMandates we don\xe2\x80\x99t want #MandatoryVaccination #VaccineMandate #vaccination',b'SS_Aryaveer',b''
30-01-2022 06:31,"b""Over 75 pc of India's adult population fully vaccinated against COVID-19\n\nhttps://t.co/ZRQXT6loOu\xe2\x80\xa6 https://t.co/DYGFwlfQwf""",b'thefirstindia',"b'Jaipur, India'"
30-01-2022 06:25,"b""Please get ur second dose of the #vaccination. Get the #Booster if u hv passed 3 month since the 2nd jab. Don't be\xe2\x80\xa6 https://t.co/vwMLxHR2T0""",b'jdissanayaka',b'Dubai & Kandy'
30-01-2022 06:21,b'#PrimeMinister #NarendraModi congratulates citizens on the successful #vaccination of 75% of adult population in\xe2\x80\xa6 https://t.co/1R9N1w3Aje',b'themojostory',b''
30-01-2022 06:12,b'Union health minister #MansukhMandaviya on Saturday held a discussion regarding the promotion of #telemedicine and\xe2\x80\xa6 https://t.co/e4XtbMlT70',b'livemint',b'India'
30-01-2022 06:11,"b'We\xe2\x80\x99ll never know how many people are DEAD because of #RupertMurdoch\xe2\x80\x99s  ANTI-VAX Propaganda, HE was FIRST in LINE fo\xe2\x80\xa6 https://t.co/3CbhmIfvTV'",b'wavetop',b'Vancouver'
30-01-2022 06:11,b'#Covid_19 #COVID #CovidVaccine #mandate not in place. #ObituaryOfTheDay #pandemic #vaccination https://t.co/i0p0pRENnr',b'StevenHarp_',b''
30-01-2022 06:09,"b""Esther missed out on the polio vaccine. Her children won't miss their COVID jabs https://t.co/kkrNPnrkj9 via @@SBSNews #polio #vaccination""",b'PostPolioVic',b''
30-01-2022 06:05,"b'A person with [regular name]string of numbers &amp; zero followers is pushing the narrative that we don\'t ""know much"" a\xe2\x80\xa6 https://t.co/b5J21UJfwY'",b'WitchesFor',b'Texas'
30-01-2022 06:02,b'Prime Minister #NarendraModi congratulates the citizens on the full #vaccination of 75% of adults in the country.\xe2\x80\xa6 https://t.co/vlDrqMMpbn',b'Therealtalkin',b''
30-01-2022 05:55,"b'Canadian PM, family moved to safe location after vaccine-mandate protests #Canada #JustinTrudeau #Vaccination\xe2\x80\xa6 https://t.co/8CEFL5ADbL'",b'madhyamam_eng',"b'Calicut, Kerala'"
30-01-2022 05:53,"b'Giving information, Union Health Minister Mansukh Mandaviya said that 75 percent of the adult population in India h\xe2\x80\xa6 https://t.co/1LyRHOuBIx'",b'iamnikhilchauhn',b'khekra baghpat'
30-01-2022 05:52,b'@pfizer The worlds worst placebo with death as a side effect; prove me wrong #NHS100K #VaccineSideEffects\xe2\x80\xa6 https://t.co/R9L8FyKw7W',b'PeterFr70231703',b''
30-01-2022 05:48,b'Here are the locations of #vaccination centres for today 30th January #southdelhifightscorona #COVID #Covid19\xe2\x80\xa6 https://t.co/YT63lfmiEw',b'DMSouthDelhi',b'M.B. Road Saket'
30-01-2022 05:47,b'#RajasthanAgainstCovidVaccineMandates #RajasthanNews #Rajasthan wake up #AshokGehlot #\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xbe\xe0\xa4\xa8_\xe0\xa4\xb8\xe0\xa4\xa4\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x95_\xe0\xa4\xb9\xe0\xa5\x88 #\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xbe\xe0\xa4\xa8\xe2\x80\xa6 https://t.co/HWkokWW1Q2',b'SS_Aryaveer',b''
30-01-2022 05:45,"b'75% of Indian adults vaccinated for Covid-19, says #PMModi \n\nRead LIVE updates here\n\n#NarendraModi\xe2\x80\xa6 https://t.co/kXenlzecuw'",b'bsindia',b'India'
30-01-2022 05:43,b'Proud moment as an indian\n#vaccination \n#India \n#Modi \n#BJP \n#mansukhmandaviya https://t.co/7iugRoJEbW',b'nandhuzsz',"b""God's Own Country"""
30-01-2022 05:42,b'Congratulations to all countrymen for this important achievement of fully vaccinated 75% of all adults in country u\xe2\x80\xa6 https://t.co/1CeX9dKzRr',b'shaktisinghadv',"b'Karnal, Haryana, India.'"
30-01-2022 05:41,b'Austria to start fines in March for those remaining unvaccinated https://t.co/cSceKaSIEQ via @keene_sentinel\xe2\x80\xa6 https://t.co/0pggatLpTQ',b'Gooner4lif',"b'Mississauga, Ontario'"
30-01-2022 05:36,b'COVID-19 Vaccination in India: PM Narendra Modi Congratulates Citizens as India Successfully Vaccinates 75% of Its\xe2\x80\xa6 https://t.co/niW1Dcct8F',b'latestly',"b'Mumbai, India'"
