29-01-2022 18:29,"b'@drmikesevilla \nFor #ValentinesDay during #Covid:\n""Roses are red\nViolets are blue.\nI got the vaccines\nHow about you\xe2\x80\xa6 https://t.co/LBhyZWEg8D'",b'RobertBarrows3',"b'Khariar, Odisha, India'"
29-01-2022 17:33,"b""The myth of living in a 'normal' #Coronavirus #Lifestyle https://t.co/7hvy2GlKCs""",b'TheHansIndiaWeb',"b'Jaipur, India'"
29-01-2022 16:36,"b'Millions of people have lost their Jobs due\nto #Coronavirus, while a brand new way to\nmake a living has risen from\xe2\x80\xa6 https://t.co/XZatRACm5N'",b'cryptofoolz_io',"b'New Delhi, India'"
29-01-2022 16:35,"b'#Mumbai reports 1,411 new #COVID19 cases, 3,547 recoveries, and 11 deaths in the last 24 hours.\n\nActive cases 12,18\xe2\x80\xa6 https://t.co/ajFEqg5mXG'",b'thefirstindia',b'India'
29-01-2022 16:14,b'https://t.co/KURWeFljd4\nhow much more of this are we expected to take eh @UKLabour ?\n#covid19 #coronavirus\xe2\x80\xa6 https://t.co/IpTiYhXt6N',b'simon_ball46',b'India'
29-01-2022 15:10,"b'@SenatorWicker @POTUS Migrants,refugees &amp;their kids risk their lives around  \xf0\x9f\x8c\x8dto serve during #COVID19,incl inventi\xe2\x80\xa6 https://t.co/qU1il68LfX'",b'WorldPeace4you',"b'Jaipur, India'"
29-01-2022 14:48,"b'via @NYTimes: Also points out irrationally of other side, with conservative ideologues\xe2\x80\x99 callous disregard for serio\xe2\x80\xa6 https://t.co/H3nwu55ZZY'",b'drindc86',b'India'
29-01-2022 14:29,b'SCOTLAND.  \n\nCoronavirus (COVID-19): daily data for Scotland.  29 January 2022.\n\n18 new reported death(s) of people\xe2\x80\xa6 https://t.co/5qmxkdx8tA',b'WorldCOVID19',"b'Bengaluru, India'"
29-01-2022 13:45,b'@RohitTuli84 @techindo21 @RohitTuli84 Thanks for being with #poor #middleclass like us\n\nI have received Arbitration\xe2\x80\xa6 https://t.co/o5E4yt8McY',b'MSiddhivinayaka',"b'Kolkata, India'"
29-01-2022 13:40,"b'#fact : Antibiotics do not work against viruses, only bacteria. #coronavirus #moronavirus #covidiots https://t.co/952dHIJPBE'",b'SwerianBot',"b'Jaipur, India'"
